/////////////////////
/// CORE ITEM DATA //
/////////////////////

//Start by parsing this in your map/dictionary to parse the other data.
//!! Odd ids are seeds, they are NOT included. Make dummy fillers if you want to, they contain no specific data whatsoever.
//ID|Item Name|Rarity|Properties|Category|Base Color|Overlay Color|Hits to break|Growtime in seconds|Clothing Type (None if its not a clothing, specified in category)

3146|Rainbow Crystal Block|999|NoSeed, Permanent, Dropless, AutoPickup|Foreground_Block|FFC0FF|0071D5|12|3600|None
3148|Cosmic Power - Comet Strike|89|MultiFacing|Foreground_Block|6F1A86|EEA9FF|8|707639|None
3150|Cosmic Power - Star Burst|87|MultiFacing|Foreground_Block|6F1A86|EEA9FF|8|661113|None
3152|Cosmic Power - Lunar Barrier|88|MultiFacing|Foreground_Block|6F1A86|EEA9FF|8|684112|None
3154|Cosmic Power - Nebula Gas|88|MultiFacing|Foreground_Block|6F1A86|EEA9FF|8|684112|None
3156|Transdimensional Vaporizer Ray|70|NoSeed, Dropless|Background_Block|AFC8C9|525F60|12|345100|None
3158|Carnival Pinwheel|999|MultiFacing, NoSeed, Dropless|Foreground_Block|FFAE13|FF0D23|12|3600|None
3160|Sword And Shield|999|NoSeed, Dropless, NoSelf|Clothing|9F9F9F|D6E5E8|0|3600|Hand
3162|Twin Swords|999|NoSeed, Dropless, NoSelf|Clothing|D6E5E8|9F9F9F|0|3600|Hand
3164|Preppy Blonde Hair|24|NoSeed|Clothing|D5A551|C3994F|0|14544|Hair
3166|Pet Slime|999|NoSeed, Dropless|Clothing|D1D61A|747715|0|3600|Hand
3168|Strawberry Slime|999|NoSeed, Dropless|Clothing|FF67C1|FA0391|0|3600|Hand
3170|Angry Unicorn Block|50|MultiFacing|Foreground_Block|F85700|5F0D11|4|126500|None
3172|Legal Briefs|999|NoSeed|Clothing|FFFFFF|7EBD5B|0|3600|Pants
3174|Ring Of Smithing|999|NoSeed, Dropless, Untradable|Clothing|171515|726760|0|3600|Hand
3176|Anvil|999|MultiFacing, NoSeed, Dropless|Foreground_Block|443C50|34303C|10|3600|None
3178|Blacksmith's Apron|999|NoSeed, Dropless|Clothing|3F302D|57403B|0|3600|Chest
3180|Crystal Smithing Tools|100|NoSeed, Dropless|Component|E870B7|2F6989|4|1003000|None
3182|Blade Fragment|999|NoSeed, Dropless|Component|9AA0A0|6A7D80|4|3600|None
3184|Shield Fragment|999|NoSeed, Dropless|Consummable|B9B9B9|CFCFCF|4|3600|None
3186|Tempered Steel Fragment|999|NoSeed, Dropless|Consummable|F2F8F8|BDD2D5|4|3600|None
3188|Sword Pommel|999|NoSeed, Dropless|Component|964222|CFCFCF|4|3600|None
3190|Sword Blade|999|NoSeed, Dropless|Component|F2F8F8|BDD2D5|4|3600|None
3192|Warrior's Shield|999|NoSeed, Dropless|Component|B9B9B9|CFCFCF|4|3600|None
3194|Forge|145|0|Forge|612F25|5A5352|4|3052975|None
3196|Nuclear Fuel|999|NoSeed, Dropless|Consummable|E87D36|471F1F|4|3600|None
3198|Gift of the Unicorn|999|NoSeed, Dropless|Component|E885F9|B015CB|4|3600|None
3200|Giving Tree|999|NoSeed, Dropless|Giving_Tree|0FA74A|623C24|10|3600|None
3202|Giving Tree Stump|999|NoSeed, Dropless|Giving_Tree_Stump|0FA74A|623C24|4|3600|None
3204|Tree Decorations|999|NoSeed, Dropless|Consummable|CFE8E9|FFE407|4|3600|None
3206|Lumber Axe|22|NoSeed, Dropless, Holiday|Clothing|825230|ACACAC|0|11308|Hand
3208|Axe Fragment|999|NoSeed, Dropless|Component|9AA0A0|6A7D80|4|3600|None
3210|Icy Heart Of Winter|999|NoSeed, Dropless, Untradable|Component|2BCEF3|C0F3FE|4|3600|None
3212|Icy Heart Pickup|999|NoSeed, Dropless, Mod|Foreground_Block|2BCEF3|C0F3FE|4|3600|None
3214|Axe Of Winter|999|NoSeed, Dropless, NoSelf|Clothing|9FEDFF|207A74|0|3600|Hand
3216|Moose Cap|999|NoSeed, Dropless, Holiday|Clothing|4A2D18|C5713A|0|3600|Hat
3218|Candy Cane Bait|999|NoSeed, Dropless|Consummable|FF7373|FFFFFF|2|3600|None
3220|Neon Squid|999|NoSeed, Dropless|Fish|FB4361|920E4F|6|3600|None
3222|Antarctic Icefish|999|NoSeed, Dropless|Fish|3B4B48|8C9A97|6|3600|None
3224|Gingerbread Fish|999|NoSeed, Dropless|Fish|926D54|FFF3EB|6|3600|None
3226|Swedish Fish|999|NoSeed, Dropless|Fish|F01F24|960700|6|3600|None
3228|Snowcone|999|NoSeed, Dropless|Consummable|00E0E0|7C8FDC|2|3600|None
3230|Toboggan|999|NoSeed, Dropless|Clothing|713F1B|AE65D3|0|3600|Feet
3232|Winter Wind|999|MultiFacing, NoSeed, Dropless, NoShadow|Pushing_Block|A5FFFB|FFFFFF|7|3600|None
3234|Snowflake Block|999|NoSeed, Dropless|Slippery_Block|07E8FF|02447E|5|3600|None
3236|Winter Robe|999|NoSeed, Dropless|Clothing|1668B0|E6E6E6|0|3600|Chest
3238|Magical Carrot|999|NoSeed, Dropless|Clothing|FAFFFF|FF9000|0|3600|Hand
3240|Hot Chocolate|999|NoSeed, Dropless|Consummable|CEF3EE|6D1900|2|3600|None
3242|Tempered Axe Fragment|999|NoSeed, Dropless|Consummable|CEE5E1|8BC2B7|4|3600|None
3244|Icy Axe Blade|999|NoSeed, Dropless|Component|9FEDFF|0BCAF5|4|3600|None
3246|Steel Axe Handle|214|0|Component|66A0AC|BEDBE0|4|9806764|None
3248|Grip Tape|999|NoSeed, Dropless|Component|C7B8A5|9D8C75|4|3600|None
3250|Riding Winter Wolf|999|NoSeed, Dropless, Holiday|Clothing|E6E6E6|5E1314|0|3600|Feet
3252|Weather Machine - Snowy Night|999|NoSeed, Permanent, Dropless, AutoPickup, Holiday|Weather_Machine|55788C|8D81DD|10|3600|None
3254|Elf Stockings|999|NoSeed, Dropless|Clothing|11DB21|EFEFEF|0|3600|Pants
3256|Sock On The Wall|39|MultiFacing, Holiday|Foreground_Block|E5272B|DCDCDC|4|60489|None
3258|Steam Gear|90|MultiFacing|Steam_Block|E08B4F|8E6445|7|731700|None
3260|Steam Tubes|36|0|Steam_Block|8E6445|B2BC97|8|47736|None
3262|Steam Piston|50|MultiFacing|Steam_Block|8E6445|B2BC97|7|126500|None
3264|Steam Lifter Piston|50|0|Steam_Block|B2BC97|8E6445|7|126500|None
3266|Steam Bellows|59|0|Steam_Block|C22A2D|B2BC97|7|207149|None
3268|Steam Riser Bellows|81|0|Steam_Block|B2BC97|C22A2D|7|533871|None
3270|Steam Stomper|102|0|Foreground_Block|F1A663|C22A2D|7|1064268|None
3272|Growtopia Fan Shirt|999|NoSeed, Dropless|Clothing|6AC541|EA4242|0|3600|Shirt
3274|T-Shirt Cannon|999|NoSeed, Dropless|Clothing|292929|73D194|0|3600|Hand
3276|Ghost Fan Shirt|999|NoSeed, Dropless|Clothing|2D2D2D|EA4242|0|3600|Shirt
3278|Pineapple Fan Shirt|999|NoSeed, Dropless|Clothing|336C26|D7A735|0|3600|Shirt
3280|Steam Valve|93|MultiFacing|Steam_Block|B2BC97|F1A663|7|807147|None
3282|Steam Organ|95|Wrenchable|Steam_Music_Block|B2BC97|CD61FD|4|860225|None
3284|Steam Vent|90|MultiFacing|Steam_Pain_Block|B2BC97|FF0000|4|731700|None
3286|Steam Door|53|Wrenchable|Switch_Block|99A676|E08BB3|15|150467|None
3288|Steampunk Corset|135|NoSeed|Clothing|5E4238|9A4651|0|2464425|Shirt
3290|Steampunk Skirt|104|NoSeed|Clothing|9A4651|9F7A5C|0|1127984|Pants
3292|Steampunk Top Hat|999|NoSeed|Clothing|9A4651|C2C2C2|0|3600|Hat
3294|Steampunk Waistcoat|144|NoSeed|Clothing|E6E6E6|724D40|0|2990304|Shirt
3296|Steampunk Leggings|156|NoSeed|Clothing|9F7A5C|7F3B44|0|3801096|Pants
3298|Steampunk Trenchcoat|144|NoSeed|Clothing|383434|D3C87F|0|2990304|Chest
3300|Party Blaster|999|NoSeed, Dropless|Clothing|B6B6B6|6E9FB0|0|3600|Hand
3302|Tempered Party Tunes|999|NoSeed, Dropless|Consummable|BBFDDD|0E9854|4|3600|None
3304|80's Tape Deck|999|NoSeed, Dropless|Component|9C9C9C|6E9FB0|4|3600|None
3306|D Battery|999|NoSeed, Dropless|Component|363636|BBA67D|4|3600|None
3308|Da Vinci Wings|999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Back
3310|Steampunk Sprocket|999|NoSeed, Dropless|Consummable|E08B4F|8E6445|4|3600|None
3312|Steampunk Gearbox|999|NoSeed, Dropless|Component|86945F|E99B5A|4|3600|None
3314|Stretched Canvas|999|NoSeed, Permanent, Dropless, AutoPickup|Background_Block|CAC4BA|E6E1D8|7|3600|None
3316|Silkworm|999|Wrenchable, NoSeed, Dropless|Silkworm|D9D9D9|60C42E|7|3600|None
3318|Silk Thread - Red|999|NoSeed, Dropless|Consummable|FF3232|FF0000|4|3600|None
3320|Silk Thread - Green|999|NoSeed, Dropless|Consummable|32FF32|00FF00|4|3600|None
3322|Silk Thread - Blue|999|NoSeed, Dropless|Consummable|3232FF|0000FF|4|3600|None
3324|Silk Thread - Black|999|NoSeed, Dropless|Consummable|282828|000000|4|3600|None
3326|Silk Thread - White|999|NoSeed, Dropless|Consummable|FFFFFF|D2D2D2|4|3600|None
3328|Silk Thread - Grey|999|NoSeed, Dropless|Consummable|808080|808080|4|3600|None
3330|Silk Thread - Yellow|999|NoSeed, Dropless|Consummable|FFFF32|FFFF00|4|3600|None
3332|Silk Thread - Purple|999|NoSeed, Dropless|Consummable|FF32FF|FF00FF|4|3600|None
3334|Silk Thread - Aqua|999|NoSeed, Dropless|Consummable|32FFFF|00FFFF|4|3600|None
3336|Silk Bolt - Red|999|NoSeed, Dropless|Consummable|FF6464|FF0000|4|3600|None
3338|Silk Bolt - Green|999|NoSeed, Dropless|Consummable|64FF64|00FF00|4|3600|None
3340|Silk Bolt - Blue|999|NoSeed, Dropless|Consummable|6464FF|0000FF|4|3600|None
3342|Silk Bolt - Black|999|NoSeed, Dropless|Consummable|282828|000000|4|3600|None
3344|Silk Bolt - White|999|NoSeed, Dropless|Consummable|FFFFFF|D2D2D2|4|3600|None
3346|Silk Bolt - Grey|999|NoSeed, Dropless|Consummable|808080|80B680|4|3600|None
3348|Silk Bolt - Yellow|999|NoSeed, Dropless|Consummable|FFFF64|FFFF00|4|3600|None
3350|Silk Bolt - Purple|999|NoSeed, Dropless|Consummable|FF64FF|FF00FF|4|3600|None
3352|Silk Bolt - Aqua|999|NoSeed, Dropless|Consummable|64FFFF|00FFFF|4|3600|None
3354|Sewing Machine|144|MultiFacing|Sewing_Machine|292929|E0C33E|7|2990304|None
3356|Silk Turban|999|NoSeed|Clothing|E4A434|494949|0|3600|Hat
3358|Patchwork Mess|999|NoSeed|Clothing|1FD956|D9951F|0|3600|Shirt
3360|Silk Vest - Red|999|NoSeed|Clothing|FF3232|FFFFFF|0|3600|Shirt
3362|Silk Vest - Green|999|NoSeed|Clothing|32FF32|FFFFFF|0|3600|Shirt
3364|Silk Vest - Blue|999|NoSeed|Clothing|0032FF|FFFFFF|0|3600|Shirt
3366|Silk Vest - Purple|999|NoSeed|Clothing|FF00FF|FFFFFF|0|3600|Shirt
3368|Silk Vest - Grey|999|NoSeed|Clothing|C8C8C8|FFFFFF|0|3600|Shirt
3370|Silk Vest - Black|999|NoSeed|Clothing|373737|FFFFFF|0|3600|Shirt
3372|Silk Tie - Red|999|NoSeed|Clothing|C80000|C80000|0|3600|Chest
3374|Silk Tie - Yellow|999|NoSeed|Clothing|FFFF00|FFFF00|0|3600|Chest
3376|Silk Tie - Black|999|NoSeed|Clothing|282828|282828|0|3600|Chest
3378|Silk Tie - Blue|999|NoSeed|Clothing|0000C8|0000C8|0|3600|Chest
3380|Silk Tie - Grey|999|NoSeed|Clothing|828282|828282|0|3600|Chest
3382|Silk Skirt - Red|999|NoSeed|Clothing|DC0000|1E1E1E|0|3600|Pants
3384|Silk Skirt - Blue|999|NoSeed|Clothing|0028B4|FFFFFF|0|3600|Pants
3386|Silk Skirt - Aqua|999|NoSeed|Clothing|28FFFF|FFFFFF|0|3600|Pants
3388|Silk Skirt - Black|999|NoSeed|Clothing|282828|282828|0|3600|Pants
3390|Silk Skirt - White|999|NoSeed|Clothing|FFFFFF|282828|0|3600|Pants
3392|Silk Skirt - Purple|999|NoSeed|Clothing|A000B4|282828|0|3600|Pants
3394|Country Flag|999|MultiFacing, NoSeed, Dropless|Country_Flag|EEC318|D2D2D2|7|3600|None
3396|Lovebird Pendant|999|NoSeed, Dropless|Clothing|EFAEF6|EEC318|0|3600|Chest
3398|Booty Chest|999|MultiFacing, NoSeed, Dropless|Chest|BF2298|F5C2E9|10|3600|None
3400|Love Potion #8|999|NoSeed, Dropless|Consummable|E059C0|FFDB19|30|3600|None
3402|Golden Booty Chest|999|NoSeed, Dropless|Foreground_Block|FFDB19|B97D09|5|3600|None
3404|Sour Lollipop|999|NoSeed, Dropless|Consummable|1EFFFF|B38F39|2|3600|None
3406|Sweet Lollipop|999|NoSeed, Dropless|Consummable|1EFF1E|B38F39|2|3600|None
3408|Pink Marble Arch|999|NoSeed, Dropless|Platform|EFB5DD|C660A6|6|3600|None
3410|Silkworm Toy|40|NoSeed, Dropless|Consummable|A53CD0|93E24A|2|65200|None
3412|Steam Collector|47|0|Steam_Block|B2BC97|E08B4F|7|105233|None
3414|Steam Scrambler|106|0|Steam_Block|E08B4F|B2BC97|7|1194196|None
3416|Dark Cult Hood|999|NoSeed, Untradable|Clothing|0D0D0D|FDF135|0|3600|Hat
3418|Serpent Staff|999|NoSeed, Dropless|Clothing|698B41|FFF113|0|3600|Hand
3420|Roasted Cobra|999|NoSeed, Dropless|Consummable|85564B|483D32|2|3600|None
3422|Cobra Statuette|999|NoSeed, Dropless|Component|577700|334500|2|3600|None
3424|Yellow Diamond|100|NoSeed, Dropless|Foreground_Block|FFFF00|FFFF96|9|1003000|None
3426|Potato Couch|999|MultiFacing|Foreground_Block|86673E|493924|5|3600|None
3428|Potato|999|NoSeed, Dropless|Consummable|86673E|493924|2|3600|None
3430|Lucky Pendant|999|NoSeed, Dropless|Clothing|EAE1EB|927096|0|3600|Chest
3432|Catch-of-the-Day Bait|999|NoSeed, Dropless|Consummable|F49EF4|A1F49E|3|3600|None
3434|Rainbowfish|999|NoSeed, Dropless|Fish|77CAFF|FFAA8B|6|3600|None
3436|Totally Legit Bunnyfish|999|NoSeed, Dropless|Fish|EBDD3B|EA8FEF|6|3600|None
3438|Seahorse|999|NoSeed, Dropless|Fish|EBDD3B|B7DD14|6|3600|None
3440|Mutant Fish|999|NoSeed, Dropless|Fish|EF9311|FFFFFF|6|3600|None
3442|Riding Bumblebee|999|NoSeed, Dropless|Clothing|FFE65F|29210B|0|3600|Feet
3444|Spring Crown|52|NoSeed|Clothing|3AEA22|F8DF34|0|142168|Hat
3446|Weather Machine - Spring|999|NoSeed, Permanent, Dropless, AutoPickup|Weather_Machine|83ABD9|2482F2|10|3600|None
3448|Lobster Trap|999|NoSeed, Dropless|Lobster_Trap|B99387|D6D6D6|10|3600|None
3450|Lobster|999|NoSeed, Dropless|Fish|E5333F|941E26|6|3600|None
3452|Purple Shore Crab|999|NoSeed, Dropless|Fish|C969CD|7E2A81|6|3600|None
3454|Alaskan King Crab|999|NoSeed, Dropless|Fish|54B2A1|F9C64D|6|3600|None
3456|Dungeonist Crab|999|NoSeed, Dropless|Fish|F6E170|D6D6D6|6|3600|None
3458|Crawdad|999|NoSeed, Dropless|Fish|416061|6BA5A7|6|3600|None
3460|Hermit Crab|999|NoSeed, Dropless|Fish|E6E6E6|D06F22|6|3600|None
3462|Brainflower|999|NoSeed, Dropless|Clothing|764F30|EFDE4F|0|3600|Hat
3464|Mermaid Tail|999|NoSeed, Dropless|Clothing|21D75F|3CD6B9|0|3600|Pants
3466|Sushi Knife|39|NoSeed|Clothing|D6E5E8|964222|0|60489|Hand
3468|Fish Chunk|999|NoSeed, Dropless|Component|8AABAE|F4BEDA|10|3600|None
3470|Cutting Board|28|0|Foreground_Block|C6A78C|78573A|7|22792|None
3472|Rice|23|0|Foreground_Block|10DE00|A6CD45|2|12857|None
3474|Maki Roll|999|NoSeed, Dropless|Consummable|172315|D0CCC2|4|3600|None
3476|Spring Bouquet|999|NoSeed, Dropless|Clothing|F26140|EECA04|0|3600|Hand
3478|Paint Bucket - Red|39|RandomGrow|Consummable|EF1B17|E9E9E9|4|60489|None
3480|Paint Bucket - Yellow|39|RandomGrow|Consummable|FFE827|E9E9E9|4|60489|None
3482|Paint Bucket - Green|39|RandomGrow|Consummable|42AD1E|E9E9E9|4|60489|None
3484|Paint Bucket - Aqua|39|RandomGrow|Consummable|1EAB8B|E9E9E9|4|60489|None
3486|Paint Bucket - Blue|39|RandomGrow|Consummable|2D78FF|E9E9E9|4|60489|None
3488|Paint Bucket - Purple|39|RandomGrow|Consummable|A94BFF|E9E9E9|4|60489|None
3490|Paint Bucket - Charcoal|39|RandomGrow|Consummable|272727|E9E9E9|4|60489|None
3492|Paint Bucket - Varnish|39|RandomGrow|Consummable|C1FFE6|E9E9E9|4|60489|None
3494|Paintbrush|999|NoSeed, Dropless|Clothing|DDCEB5|E9E9E9|0|3600|Hand
3496|Steam Revolver|87|0|Foreground_Block|99A676|E08B4F|7|661113|None
3498|Steam Launcher|92|0|Foreground_Block|99A676|E08B4F|7|781448|None
3500|Red Crayon|72|RandomGrow|Foreground_Block|FF1334|F67688|5|375408|None
3502|Yellow Crayon|72|RandomGrow|Foreground_Block|E1AB18|E7CC72|5|375408|None
3504|Green Crayon|72|RandomGrow|Foreground_Block|44952D|8ABC7B|5|375408|None
3506|Aqua Crayon|72|RandomGrow|Foreground_Block|008B83|5BB8B3|5|375408|None
3508|Blue Crayon|72|RandomGrow|Foreground_Block|2250C6|788EC4|5|375408|None
3510|Purple Crayon|72|RandomGrow|Foreground_Block|8622C3|B58ECB|5|375408|None
3512|Saturday Wings|999|NoSeed, Dropless, Untradable|Clothing|C3D0CF|FFFFAA|0|3600|Back
3514|Raspberry Beret|999|NoSeed|Clothing|710743|210718|0|3600|Hat
3516|Artist's Smock|999|NoSeed|Clothing|C5C3B3|9B8B77|0|3600|Shirt
3518|Goatee|65|NoSeed|Clothing|2D2925|675745|0|276575|Face
3520|Writing Desk|36|MultiFacing|Foreground_Block|C09678|DCDCDC|5|47736|None
3522|Arrow Placard|17|MultiFacing, Wrenchable|Sign|E9E9E9|101010|4|5423|None
3524|Scroll Bulletin|999|MultiFacing, Wrenchable, NoSeed, Dropless|Bulletin_Board|CDC8AB|413F31|4|3600|None
3526|Gilded Frame|5|NoSeed, Dropless|Background_Block|EBCA2D|906B1C|4|275|None
3528|Painting Easel|999|Wrenchable, NoSeed, Dropless|Painting_Easel|EEEEEA|D1C095|4|3600|None
3530|Orange Shirt|53|NoSeed|Clothing|DA6B12|F17E21|0|150467|Shirt
3532|Funtime Block|999|NoSeed, Dropless|Foreground_Block|FF0D23|FFAE13|6|3600|None
3534|Weather Machine - Howling Sky|999|NoSeed, Permanent, Dropless, AutoPickup|Weather_Machine|83ABD9|87B4C5|10|3600|None
3536|Homeopathic Medicine|999|NoSeed, Dropless|Consummable|815437|ECECEC|4|3600|None
3538|Howling Wolf Emblem|999|MultiFacing, NoSeed, Dropless|Background_Block|6FA7BD|253035|6|3600|None
3540|Charbroiled Wolf Emblem|999|NoSeed, Dropless|Consummable|B60100|B63C00|6|3600|None
3542|Hero Portrait - Buddy|999|MultiFacing, NoSeed, Dropless|Background_Block|30CA01|FF1E07|4|3600|None
3544|Picasso Triggerfish|999|NoSeed, Dropless|Fish|6FB4ED|FAEA00|6|3600|None
3546|Fish And Chips|999|NoSeed, Dropless|Consummable|F4B35E|ECCE86|4|3600|None
3548|Battle Pet Cage|79|Wrenchable, WorldLock|Battle_Pet_Cage|1A2226|2E4752|10|495409|None
3550|Axolotl|999|NoSeed, Dropless|Fish|F398D4|F25E6C|6|3600|None
3552|Battle Leash|100|Wrenchable, NoSeed|Clothing|F7D209|0998F7|0|1003000|Hand
3554|Pet Trainer|999|MultiFacing, NoSeed, Dropless, Public|Pet_Trainer|1A2226|2E4752|10|3600|None
3556|Dark Cave Background|1|0|Background_Block|070700|263C33|3|31|None
3558|Steam Engine|112|MultiFacing|Steam_Engine|542D18|B2BC97|7|1408288|None
3560|Lock Mover|999|NoSeed, Dropless|Consummable|FFFEE9|F6C606|3|3600|None
3562|Cave Blast|999|NoSeed, Dropless|Consummable|87F2C6|514135|3|3600|None
3564|Cave Dirt|1|Foreground|Foreground_Block|726B44|211E13|3|31|None
3566|Cave Column|2|Foreground|Foreground_Block|464126|262316|3|68|None
3568|Stalagmite|9|Foreground|Deadly_Block|100E0A|3C3821|6|999|None
3570|Stalactite|9|Foreground|Deadly_Block|100E0A|3C3821|6|999|None
3572|Cave Platform|7|Foreground|Platform|262316|645E3D|3|553|None
3574|Spelunker's Headlamp|999|NoSeed, Dropless|Clothing|FCCA04|D9D9D9|0|3600|Hat
3576|Night Vision Goggles|999|NoSeed, Dropless|Clothing|292929|4BFF1F|0|3600|Face
3578|Hand Torch|4|NoSeed|Clothing|7D4E81|FF333C|0|184|Hand
3580|Purple Cave Crystal|10|NoSeed, Dropless|Pain_Block|7228CE|FFD3FF|6|1300|None
3582|Golden Cave Crystal|100|NoSeed, Dropless|Pain_Block|783500|FFD400|6|1003000|None
3584|Aqua Cave Crystal|10|0|Pain_Block|005611|00FFFF|6|1300|None
3586|Climbing Wall|32|Foreground|Foreground_Block|211E13|645E3D|3|33728|None
3588|Climbing Picks|999|NoSeed, Dropless|Clothing|9E321A|3D3D3D|0|3600|Hand
3590|Climbing Boots|41|NoSeed|Clothing|613A19|DBAE11|0|70151|Feet
3592|Steam Pipe|63|0|Foreground_Block|667248|B2BC97|6|251937|None
3594|Maracas|999|NoSeed, Dropless|Clothing|F69C28|28A9F6|0|3600|Hand
3596|Pinata Pal|999|NoSeed, Dropless|Clothing|C469ED|EFE03B|0|3600|Hand
3598|Festive Banner|999|NoSeed, Dropless|Foreground_Block|FFEE33|F98A13|4|3600|None
3600|Fish Taco|999|NoSeed, Dropless|Consummable|CFBA89|EFCF4F|4|3600|None
3602|Fiesta Dress|999|NoSeed, Dropless|Clothing|E023FF|D7B0DC|0|3600|Shirt
3604|Golden Treasure Hoard|999|MultiFacing, NoSeed, Dropless|Treasure|EBD51B|FFF5C5|8|3600|None
3606|Topaz Block|100|NoSeed, Dropless|Foreground_Block|FF2F5F|FFADC2|9|1003000|None
3608|Deep Iron|999|NoSeed, Dropless|Treasure|355A65|4EAA8E|9|3600|None
3610|Deep Iron Ore|999|NoSeed, Dropless|Component|355A65|4EAA8E|9|3600|None
3612|Deep Iron Ingot|999|NoSeed, Dropless|Consummable|355A65|4EAA8E|9|3600|None
3614|Pick Blade|999|NoSeed, Dropless|Consummable|355A65|4EAA8E|9|3600|None
3616|Guardian Pineapple|999|MultiFacing, Wrenchable, Permanent, AutoPickup|Toggleable_Foreground|E4B954|6CD254|30|3600|None
3618|Pineapple Ring|999|NoSeed, Dropless|Slippery_Block|FFDC1F|FFFCA5|6|3600|None
3620|Pineapple Fish|999|NoSeed, Dropless|Fish|EBC873|4DB135|6|3600|None
3622|Pineapple Daiquiri|999|NoSeed, Dropless|Consummable|FFFCA5|A0CD97|3|3600|None
3624|Pineapple Hair|999|NoSeed, Dropless|Clothing|1DF01C|0FD80E|0|3600|Hair
3626|Pet Trainer Cap|999|NoSeed, Dropless|Clothing|6DC3FC|F9E262|0|3600|Hat
3628|Silkworm Leash|999|NoSeed, Dropless|Consummable|363636|831917|2|3600|None
3630|Silkworm Saddle|999|NoSeed, Dropless|Consummable|B15E1B|C9C9C9|2|3600|None
3632|Leashed Silkworm - Red|999|NoSeed, Dropless|Clothing|FF3232|58A731|0|3600|Hand
3634|Leashed Silkworm - Green|999|NoSeed, Dropless|Clothing|32FF32|58A731|0|3600|Hand
3636|Leashed Silkworm - Blue|999|NoSeed, Dropless|Clothing|3232FF|58A731|0|3600|Hand
3638|Leashed Silkworm - Black|999|NoSeed, Dropless|Clothing|323232|58A731|0|3600|Hand
3640|Leashed Silkworm - White|999|NoSeed, Dropless|Clothing|D2D2D2|58A731|0|3600|Hand
3642|Leashed Silkworm - Grey|999|NoSeed, Dropless|Clothing|808080|58A731|0|3600|Hand
3644|Leashed Silkworm - Purple|999|NoSeed, Dropless|Clothing|FF32FF|58A731|0|3600|Hand
3646|Leashed Silkworm - Yellow|999|NoSeed, Dropless|Clothing|FFFF32|58A731|0|3600|Hand
3648|Leashed Silkworm - Aqua|999|NoSeed, Dropless|Clothing|00FFFF|58A731|0|3600|Hand
3650|Riding Silkworm - Red|999|NoSeed, Dropless|Clothing|FF3232|58A731|0|3600|Feet
3652|Riding Silkworm - Green|999|NoSeed, Dropless|Clothing|32FF32|58A731|0|3600|Feet
3654|Riding Silkworm - Blue|999|NoSeed, Dropless|Clothing|3232FF|58A731|0|3600|Feet
3656|Riding Silkworm - Black|999|NoSeed, Dropless|Clothing|323232|58A731|0|3600|Feet
3658|Riding Silkworm - White|999|NoSeed, Dropless|Clothing|D2D2D2|58A731|0|3600|Feet
3660|Riding Silkworm - Grey|999|NoSeed, Dropless|Clothing|808080|58A731|0|3600|Feet
3662|Riding Silkworm - Purple|999|NoSeed, Dropless|Clothing|FF32FF|58A731|0|3600|Feet
3664|Riding Silkworm - Yellow|999|NoSeed, Dropless|Clothing|FFFF32|58A731|0|3600|Feet
3666|Riding Silkworm - Aqua|999|NoSeed, Dropless|Clothing|32FFFF|58A731|0|3600|Feet
3668|CRISPR Technology|999|NoSeed, Dropless|Component|7A7EE4|CED234|2|3600|None
3670|Genetic Resequencer|999|NoSeed, Dropless|Component|22A498|AFFDFD|2|3600|None
3672|Pet Trainer Medal|999|NoSeed, Dropless, Untradable|Clothing|F8DE4E|59BAF9|0|3600|Chest
3674|Whale Block|999|MultiFacing, NoSeed, Dropless|Foreground_Block|92A9B4|3A7B98|8|3600|None
3676|Pet Trainer Whistle|999|NoSeed, Dropless|Consummable|BFBFBF|F5DA23|2|3600|None
3678|Thinking Cap|999|NoSeed, Dropless|Clothing|46738C|FFDA0D|0|3600|Hat
3680|Phlogiston|999|NoSeed, Dropless|Clothing|FFDC1D|FF321D|0|3600|Hand
3682|Lock-Bot|999|MultiFacing, Wrenchable, NoSeed, Dropless|Lock_Bot|C9C9C9|F8DDF7|20|3600|None
3684|Lock-Bot Remote|999|NoSeed, Dropless|Consummable|CB5ECB|C9C9C9|2|3600|None
3686|Toy Lock-Bot|999|NoSeed, Dropless|Clothing|C9C9C9|F8DDF7|0|3600|Hand
3688|Burnt Leather|999|NoSeed, Dropless|Component|8C4C1A|583214|2|3600|None
3690|Buckle Design|999|NoSeed, Dropless|Component|EFEFEF|808080|2|3600|None
3692|Iron Buckle|999|NoSeed, Dropless|Component|7F756D|9D8875|2|3600|None
3694|Weather Machine - Heatwave|999|Wrenchable, NoSeed, Permanent, Dropless, AutoPickup|Weather_Machine_S1|83ABD9|FF9342|10|3600|None
3696|Riding Phoenix|999|NoSeed, Dropless|Clothing|FFE039|FC0000|0|3600|Feet
3698|Red Flip Flops|999|NoSeed, Dropless|Clothing|FF6464|803232|0|3600|Feet
3700|Green Flip Flops|999|NoSeed, Dropless|Clothing|64FF64|328032|0|3600|Feet
3702|Blue Flip Flops|999|NoSeed, Dropless|Clothing|6464FF|323280|0|3600|Feet
3704|Paper Airplane|999|NoSeed, Dropless|Consummable|EFEFEF|808080|2|3600|None
3706|B.O.O. Shirt|999|NoSeed, Dropless|Clothing|B3E2E5|292929|0|3600|Shirt
